kern_name,m2c_ratio,duration_ms,gridx,gridy,gridz,blkx,blky,blkz,reg_per_thread,shared_mem,sm_efficiency,achieved_occupancy,ipc,issued_ipc,inst_per_warp,branch_efficiency,warp_execution_efficiency,warp_nonpred_execution_efficiency,inst_replay_overhead,issue_slot_utilization,shared_load_transactions_per_request,shared_store_transactions_per_request,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_store_transactions,shared_load_transactions,local_load_transactions,local_store_transactions,gld_transactions,gst_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,local_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,dram_read_throughput,dram_write_throughput,tex_cache_throughput,local_load_throughput,local_store_throughput,shared_load_throughput,shared_store_throughput,gld_efficiency,gst_efficiency,tex_cache_transactions,cf_fu_utilization,tex_fu_utilization,ldst_fu_utilization,double_precision_fu_utilization,special_fu_utilization,single_precision_fu_utilization,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,inst_executed,inst_issued,dram_utilization,tex_utilization,shared_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_bit_convert,inst_control,inst_compute_ld_st,inst_misc,inst_inter_thread_communication,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,atomic_transactions,atomic_transactions_per_request,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_texture,stall_sync,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,sysmem_read_transactions,sysmem_write_transactions,l2_read_transactions,l2_write_transactions,ecc_transactions,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,l2_tex_read_throughput,l2_tex_write_throughput,l2_tex_read_transactions,l2_tex_write_transactions,l2_read_throughput,l2_write_throughput,sysmem_read_throughput,sysmem_write_throughput,l2_utilization,l2_atomic_throughput,l2_atomic_transactions,sysmem_utilization,ecc_throughput,sysmem_read_utilization,sysmem_write_utilization,eligible_warps_per_cycle,flop_sp_efficiency,flop_dp_efficiency,shared_utilization,
mergehistogram256kernel,1.83076923077,0.0144,256.0,1.0,1.0,256.0,1.0,1.0,15.0,1000.0,80.914060%,0.868926,1.779770,1.805951,81.250000,100.000000%,96.432692%,63.389390%,0.004615,41.830026%,0.217391,0.307692,0.000000,0.000000,30.000000,1.000000,5120,6400,0,0,61440,256,7708,3147,0.000000%,0.000000%,18.415041GB/s,77.247620MB/s,147.329643GB/s,627.517700MB/s,18.483959GB/s,7.546507GB/s,18.415041GB/s,0.000000B/s,0.000000B/s,61.386265GB/s,49.109571GB/s,12.500000%,12.500000%,7680,Low (1),Low (1),Mid (4),Idle (0),Idle (0),Low (2),0,0,0,0,0,0,0,0,0,166400,167168,Low (3),Low (1),70.972222%,0,0,1335552,0,565248,323328,1151232,0,154880,24832,24832,74752,69120,0,0.000000,6.596409%,23.790962%,30.780567%,0.000000%,18.767632%,15.225105%,3.537262%,0.185318%,0.167987%,0.948759%,0,5,61526,262,0,0.000000%,0.000000%,87.500000%,96.875000%,147.329643GB/s,627.517700MB/s,61440,256,147.536397GB/s,642.776489MB/s,0.000000B/s,11.444092MB/s,Mid (4),0.000000B/s,0,Low (1),0.000000B/s,Idle (0),Low (1),2.183389,0.000000%,0.000000%,Low (1),
