==7963== NVPROF is profiling process 7963, command: ./vectorAdd_bs256
==7963== Profiling application: ./vectorAdd_bs256
==7963== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
ms,us,,,,,,,,B,B,KB,GB/s,,,,
519.132855,33.568000,,,,,,,,,,195.312500,5.548871,"GeForce GTX 950 (0)","1","7","[CUDA memcpy HtoD]"
519.202903,33.856000,,,,,,,,,,195.312500,5.501669,"GeForce GTX 950 (0)","1","7","[CUDA memcpy HtoD]"
519.241335,4.288000,196,1,1,256,1,1,8,0,0,,,"GeForce GTX 950 (0)","1","7","vectorAdd(float const *, float const *, float*, int) [208]"
519.247223,32.992000,,,,,,,,,,195.312500,5.645748,"GeForce GTX 950 (0)","1","7","[CUDA memcpy DtoH]"
