kern_name,duration_ms,gridx,gridy,gridz,blkx,blky,blkz,reg_per_thread,shared_mem,sm_efficiency,achieved_occupancy,ipc,issued_ipc,inst_per_warp,branch_efficiency,warp_execution_efficiency,warp_nonpred_execution_efficiency,inst_replay_overhead,issue_slot_utilization,shared_load_transactions_per_request,shared_store_transactions_per_request,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_store_transactions,shared_load_transactions,local_load_transactions,local_store_transactions,gld_transactions,gst_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,local_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,dram_read_throughput,dram_write_throughput,tex_cache_throughput,local_load_throughput,local_store_throughput,shared_load_throughput,shared_store_throughput,gld_efficiency,gst_efficiency,tex_cache_transactions,cf_fu_utilization,tex_fu_utilization,ldst_fu_utilization,double_precision_fu_utilization,special_fu_utilization,single_precision_fu_utilization,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,inst_executed,inst_issued,dram_utilization,tex_utilization,shared_efficiency,shared_utilization,inst_fp_32,inst_fp_64,inst_integer,inst_bit_convert,inst_control,inst_compute_ld_st,inst_misc,inst_inter_thread_communication,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,atomic_transactions,atomic_transactions_per_request,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_texture,stall_sync,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,sysmem_read_transactions,sysmem_write_transactions,l2_read_transactions,l2_write_transactions,ecc_transactions,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,l2_tex_read_throughput,l2_tex_write_throughput,l2_tex_read_transactions,l2_tex_write_transactions,l2_read_throughput,l2_write_throughput,sysmem_read_throughput,sysmem_write_throughput,l2_utilization,l2_atomic_throughput,l2_atomic_transactions,sysmem_utilization,ecc_throughput,sysmem_read_utilization,sysmem_write_utilization,eligible_warps_per_cycle,flop_sp_efficiency,flop_dp_efficiency
matrixmulcuda,2.101677,160.0,80.0,1.0,4.0,4.0,1.0,26.0,128.0,99.833492%,0.495587,1.490590,1.487563,1816.000000,100.000000%,50.000000%,49.944934%,0.000022,33.809872%,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,2048000,6144000,0,0,8192000,51200,38273,38353,0.000000%,0.000000%,67.977235GB/s,433.921814MB/s,135.954469GB/s,868.797302MB/s,649.452209MB/s,650.405884MB/s,67.977235GB/s,0.000000B/s,0.000000B/s,407.866202GB/s,135.954469GB/s,50.000000%,50.000000%,4096000,Low (1),Low (2),Low (3),Idle (0),Idle (0),Low (2),0,0,0,0,131072000,0,65536000,0,0,23244800,23245326,Low (1),Low (2),62.500000%,Mid (6),65536000,0,106905600,0,16384000,147660800,35020800,0,21133134,1049600,1049600,13388800,11328000,0,0.000000,7.434157%,19.985308%,51.253430%,0.000000%,15.788338%,4.374620%,0.013888%,0.064037%,0.060541%,1.025682%,0,5,8192082,51206,0,0.000000%,0.000000%,99.533181%,87.500000%,135.954469GB/s,868.797302MB/s,8192000,51200,135.956332GB/s,868.797302MB/s,0.000000B/s,0.000000B/s,Mid (4),0.000000B/s,0,Low (1),0.000000B/s,Idle (0),Low (1),1.658495,3.270563%,0.000000%
matrixmulcuda,0.489635,80.0,40.0,1.0,8.0,8.0,1.0,29.0,512.0,99.325736%,0.976990,2.357793,2.357572,1562.000000,100.000000%,100.000000%,99.871959%,0.000105,48.184210%,1.200000,1.000000,0.000000,0.000000,8.000000,8.000000,512000,3072000,0,0,4096000,51200,38345,38393,50.000000%,0.000000%,125.128776GB/s,1.562759GB/s,125.128776GB/s,3.127381GB/s,2.342276GB/s,2.345070GB/s,125.128776GB/s,0.000000B/s,0.000000B/s,750.777312GB/s,125.128776GB/s,100.000000%,50.000000%,2048000,Low (1),Low (3),Mid (5),Idle (0),Idle (0),Mid (4),0,0,0,0,131072000,0,65536000,0,0,9996800,9997871,Low (1),Low (3),128.571429%,High (9),65536000,0,112435200,0,8192000,114892800,18432000,0,8173487,268800,268800,5683200,4128000,0,0.000000,4.342816%,32.424830%,25.289192%,0.000000%,23.937501%,12.264948%,0.051435%,0.375043%,0.084132%,1.230103%,0,5,2048075,51206,0,0.000000%,49.382716%,98.129492%,87.500000%,125.128776GB/s,3.127381GB/s,2048000,51200,125.133432GB/s,3.127381GB/s,0.000000B/s,0.000000B/s,Mid (4),0.000000B/s,0,Low (1),0.000000B/s,Idle (0),Low (1),2.667005,11.992918%,0.000000%
matrixmulcuda,0.429123,40.0,20.0,1.0,16.0,16.0,1.0,27.0,2000.0,99.083985%,0.982322,1.995752,2.000278,1162.000000,100.000000%,100.000000%,99.827883%,0.000155,35.159505%,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,256000,3072000,0,0,2048000,25600,39447,38387,50.000000%,0.000000%,71.166083GB/s,1.777895GB/s,71.166083GB/s,1.777895GB/s,2.740882GB/s,2.667308GB/s,71.166083GB/s,0.000000B/s,0.000000B/s,854.001381GB/s,71.166083GB/s,100.000000%,100.000000%,1024000,Low (1),Low (2),Mid (5),Idle (0),Idle (0),Low (3),0,0,0,0,131072000,0,65536000,0,0,7436800,7437952,Low (1),Low (2),130.769231%,High (9),65536000,0,59187200,0,4096000,98508800,10240000,0,5229568,140800,140800,4147200,3360000,0,0.000000,3.419186%,46.416482%,13.524988%,0.000000%,20.744533%,13.805536%,0.078083%,1.024679%,0.081758%,0.904755%,0,5,1024059,25606,0,0.000000%,50.000000%,96.150320%,50.000000%,71.166083GB/s,1.777895GB/s,1024000,25600,71.169809GB/s,1.778826GB/s,0.000000B/s,0.000000B/s,Low (3),0.000000B/s,0,Low (1),0.000000B/s,Idle (0),Low (1),1.959514,13.631483%,0.000000%
matrixmulcuda,0.435107,20.0,10.0,1.0,32.0,32.0,1.0,28.0,8000.0,97.539394%,0.985513,1.660470,1.660901,962.000000,100.000000%,100.000000%,99.792100%,0.000187,27.063140%,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,128000,3072000,0,0,1024000,25600,55096,37865,50.000000%,0.000000%,35.120174GB/s,1.754612GB/s,35.120174GB/s,1.754612GB/s,3.778376GB/s,2.596527GB/s,35.120174GB/s,0.000000B/s,0.000000B/s,842.913054GB/s,35.120174GB/s,100.000000%,100.000000%,512000,Low (1),Low (1),Mid (4),Idle (0),Idle (0),Low (3),0,0,0,0,131072000,0,65536000,0,0,6156800,6157952,Low (1),Low (1),132.000000%,High (9),65536000,0,32563200,0,2048000,90316800,6144000,0,4013568,76800,76800,3379200,2976000,0,0.000000,2.395259%,47.979294%,8.597337%,0.000000%,15.407007%,20.618905%,0.074481%,3.424189%,0.078545%,1.424983%,0,5,512108,25606,0,0.000000%,50.000000%,89.251634%,0.000000%,35.120174GB/s,1.754612GB/s,512000,25600,35.127625GB/s,1.755543GB/s,0.000000B/s,0.000000B/s,Low (2),0.000000B/s,0,Low (1),0.000000B/s,Idle (0),Low (1),1.963509,13.476219%,0.000000%
