kern_name,m2c_ratio,duration_ms,gridx,gridy,gridz,blkx,blky,blkz,reg_per_thread,shared_mem,sm_efficiency,achieved_occupancy,ipc,issued_ipc,inst_per_warp,branch_efficiency,warp_execution_efficiency,warp_nonpred_execution_efficiency,inst_replay_overhead,issue_slot_utilization,shared_load_transactions_per_request,shared_store_transactions_per_request,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_store_transactions,shared_load_transactions,local_load_transactions,local_store_transactions,gld_transactions,gst_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,local_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,dram_read_throughput,dram_write_throughput,tex_cache_throughput,local_load_throughput,local_store_throughput,shared_load_throughput,shared_store_throughput,gld_efficiency,gst_efficiency,tex_cache_transactions,cf_fu_utilization,tex_fu_utilization,ldst_fu_utilization,double_precision_fu_utilization,special_fu_utilization,single_precision_fu_utilization,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,inst_executed,inst_issued,dram_utilization,tex_utilization,shared_efficiency,shared_utilization,inst_fp_32,inst_fp_64,inst_integer,inst_bit_convert,inst_control,inst_compute_ld_st,inst_misc,inst_inter_thread_communication,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,atomic_transactions,atomic_transactions_per_request,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_texture,stall_sync,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,sysmem_read_transactions,sysmem_write_transactions,l2_read_transactions,l2_write_transactions,ecc_transactions,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,l2_tex_read_throughput,l2_tex_write_throughput,l2_tex_read_transactions,l2_tex_write_transactions,l2_read_throughput,l2_write_throughput,sysmem_read_throughput,sysmem_write_throughput,l2_utilization,l2_atomic_throughput,l2_atomic_transactions,sysmem_utilization,ecc_throughput,sysmem_read_utilization,sysmem_write_utilization,eligible_warps_per_cycle,flop_sp_efficiency,flop_dp_efficiency
paddataclamptoborder_kernel,0.0452380952381,0.382978,64.0,256.0,1.0,32.0,8.0,1.0,8.0,0.0,99.303365%,0.854031,1.784725,1.785535,42.000000,100.000000%,100.000000%,97.619048%,0.000195,44.638369%,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0,0,0,0,0,524288,500279,522931,0.000000%,0.000000%,0.000000B/s,44.195913GB/s,0.000000B/s,44.195913GB/s,42.173080GB/s,44.082291GB/s,88.393688GB/s,0.000000B/s,0.000000B/s,0.000000B/s,0.000000B/s,0.000000%,100.000000%,1048576,Low (1),Low (3),Low (1),Idle (0),Idle (0),Mid (4),0,0,0,0,0,0,0,0,0,5505024,5506102,High (9),Low (2),0.000000%,Idle (0),0,0,109051904,0,4194304,8388608,50331648,0,5506102,262144,262144,2097152,786432,0,0.000000,2.623984%,9.874878%,71.756280%,0.000000%,0.000000%,9.063329%,0.094869%,1.510919%,1.774777%,3.300965%,0,5,506243,524294,0,0.000000%,50.863266%,1.162423%,0.000000%,42.670406GB/s,44.195913GB/s,506184,524288,42.675063GB/s,44.196844GB/s,0.000000B/s,0.000000B/s,Low (3),0.000000B/s,0,Low (1),0.000000B/s,Idle (0),Low (1),3.497565,0.000000%,0.000000%
